"Tape_Media_ID"	"Media_ID"	"Mainheading"	"Subheading"
"ZA220_06_05"	"ZA220_06_05_0222"	"NULL"	"Befreiung"
"ZA220_06_05"	"ZA220_06_05_0279"	"NULL"	"Ankunft in Polen"
"ZA220_06_06"	"ZA220_06_06_0001"	"NULL"	"Russische Soldaten"
"ZA220_06_06"	"ZA220_06_06_0007"	"NULL"	"Kontakte mit Häftlingen nach dem Krieg"
"ZA220_06_06"	"ZA220_06_06_0014"	"NULL"	"Schweigen und Erzählen über die Kriegszeit II"
"ZA220_06_06"	"ZA220_06_06_0037"	"NULL"	"Körperliche und seelische Einflüsse in der Gegenwart"
"ZA220_06_06"	"ZA220_06_06_0062"	"NULL"	"Mitgliedschaft im Verband Ehemaliger Häftlinge"
"ZA220_06_06"	"ZA220_06_06_0069"	"NULL"	"Kontakte mit Deutschland"
"ZA220_06_06"	"ZA220_06_06_0075"	"NULL"	"Besuch ehemaliger KZ"
"ZA220_06_06"	"ZA220_06_06_0096"	"NULL"	"Entschädigung"
"ZA220_06_06"	"ZA220_06_06_0111"	"Schlussgedanken"	"NULL"
"ZA220_06_06"	"ZA220_06_06_0131"	"Vorstellung von Familienfotos"	"NULL"
"ZA221_04_01"	"ZA221_04_01_0001"	"Einleitung"	"Vorstellung"
"ZA221_04_01"	"ZA221_04_01_0006"	"NULL"	"Ausbruch des Krieges"
"ZA221_04_01"	"ZA221_04_01_0008"	"NULL"	"Werkzeugmaschienenfabrik in Poremba"
"ZA221_04_01"	"ZA221_04_01_0012"	"NULL"	"Zwangsarbeit des Vaters und ihre Folgen"
"ZA221_04_01"	"ZA221_04_01_0018"	"NULL"	"Vermeiden der Verschleppung wegen des jungen Alters"
"ZA221_04_01"	"ZA221_04_01_0022"	"Zwangsarbeit in der Werkzeugmaschienenfabrik in Poremba I"	"Einstellung durch das Arbeitsamt"
"ZA221_04_01"	"ZA221_04_01_0028"	"NULL"	"Arbeit als Dreher bei der Erzeugung von Mörsergeschossen"
"ZA221_04_01"	"ZA221_04_01_0035"	"NULL"	"Gesundheitsverschlechtung"
"ZA221_04_01"	"ZA221_04_01_0043"	"Befreiung und Ende der Zwangsarbeit"	"NULL"
"ZA221_04_01"	"ZA221_04_01_0046"	"NULL"	"Übernahme der Werkzeugmaschienenfabrik durch die Rote Armee in 1945"
"ZA221_04_01"	"ZA221_04_01_0054"	"Die ersten Jahre nach dem Krieg"	"Wehrdienst"
"ZA221_04_01"	"ZA221_04_01_0059"	"NULL"	"Rückkehr nach Poremba und weitere Arbeit als Dreher in der Werkzeugmaschienenfabrik"
"ZA221_04_01"	"ZA221_04_01_0063"	"Ausbildung als Lehrer und berufliche Karriere"	"Ausbildung als Berufslehrer in Kattowitz"
"ZA221_04_01"	"ZA221_04_01_0066"	"NULL"	"Arbeit in einer Berufsschule in Tschenstochau"
"ZA221_04_01"	"ZA221_04_01_0082"	"NULL"	"Wieitere Ausbildung und Abschluss einer technischen Oberschule mit Abitur"
"ZA221_04_01"	"ZA221_04_01_0085"	"NULL"	"Arbeit in einer Berufschule für Arbeitende"
"ZA221_04_01"	"ZA221_04_01_0090"	"NULL"	"Aufstieg auf die Position des stellvertretenden Direktors für didaktische Angelegenheiten"
"ZA221_04_01"	"ZA221_04_01_0091"	"NULL"	"Abschluss einer mittelhohen Lehrenausbildung"
"ZA221_04_01"	"ZA221_04_01_0093"	"NULL"	"Entwicklung und Ausbau der Schule"
"ZA221_04_01"	"ZA221_04_01_0101"	"NULL"	"Abschluss der Universität in Kattowitz"
"ZA221_04_01"	"ZA221_04_01_0103"	"NULL"	"Wechsel zur Berufsschule an den Technisch-Wisschenschaftlichen Betrieben"
"ZA221_04_01"	"ZA221_04_01_0107"	"NULL"	"Arbeit im Kombinat in Klobuck"
"ZA221_04_01"	"ZA221_04_01_0108"	"NULL"	"Arbeit in einer technischer Oberschule in Tschenstochau Rakow."
"ZA221_04_01"	"ZA221_04_01_0111"	"NULL"	"Eintritt in den Ruhestand"
"ZA221_04_01"	"ZA221_04_01_0115"	"Zwangsarbeit in der Werkzeugmaschienenfabrik in Poremba II"	"Entwicklung der Werkzeugmaschienenfabrik"
"ZA221_04_01"	"ZA221_04_01_0117"	"NULL"	"Partisanenbewegung in der Fabrik"
"ZA221_04_01"	"ZA221_04_01_0128"	"NULL"	"Evakuierung der Fabrik nach Krauschwitz in Deutschland"
"ZA221_04_01"	"ZA221_04_01_0135"	"NULL"	"Paluts Sabotagenaktion in der Fabrik"
"ZA221_04_02"	"ZA221_04_02_0001"	"Familie Palut vor dem Krieg I"	"NULL"
"ZA221_04_02"	"ZA221_04_02_0005"	"NULL"	"Die Eltern und der jüngere Bruder"
"ZA221_04_02"	"ZA221_04_02_0022"	"NULL"	"Teilnahme des Vaters an dem Polnisch-Sovjetischen Krieg in 1920"
"ZA221_04_02"	"ZA221_04_02_0032"	"NULL"	"Politisch-soziales Engagement des Vaters"
"ZA221_04_02"	"ZA221_04_02_0038"	"NULL"	"Großeltern väterlicherseits"
"ZA221_04_02"	"ZA221_04_02_0057"	"NULL"	"Herkunft der Eltern"
"ZA221_04_02"	"ZA221_04_02_0061"	"Poremba vor dem Krieg"	"NULL"
"ZA221_04_02"	"ZA221_04_02_0065"	"NULL"	"Einflüße der Werkzeugmaschienenfabrik auf die Entwicklung der Stadt"
"ZA221_04_02"	"ZA221_04_02_0072"	"NULL"	"Die Schule"
"ZA221_04_02"	"ZA221_04_02_0076"	"NULL"	"Die polnisch-jüdischen Beziehungen"
"ZA221_04_02"	"ZA221_04_02_0101"	"NULL"	"Paluts Kontakte mit den Juden aus Poremba"
"ZA221_04_02"	"ZA221_04_02_0109"	"Familie Palut vor dem Krieg II"	"Vaters politisches Engagement"
"ZA221_04_02"	"ZA221_04_02_0134"	"NULL"	"Vaters Mitgliedschaft in den Gewerkschaften"
"ZA221_04_02"	"ZA221_04_02_0145"	"NULL"	"Paluts Beziehungen zu den Eltern und den Bruder"
"ZA221_04_02"	"ZA221_04_02_0157"	"NULL"	"Religiösität der Eltern"
"ZA221_04_02"	"ZA221_04_02_0181"	"Soziales Engagament vor dem Krieg"	"NULL"
"ZA221_04_02"	"ZA221_04_02_0211"	"Die ersten Kriegstage in Poremba"	"NULL"
"ZA221_04_02"	"ZA221_04_02_0219"	"NULL"	"Besatzung der Werkzeugmaschienenfabrik"
"ZA221_04_02"	"ZA221_04_02_0235"	"NULL"	"Gestapo in Poremba und im Kreis Warthenau"
"ZA221_04_02"	"ZA221_04_02_0247"	"NULL"	"Zwangsarbeit in Poremba"
"ZA221_04_02"	"ZA221_04_02_0266"	"NULL"	"Arbeitskarten"
"ZA221_04_02"	"ZA221_04_02_0274"	"NULL"	"Organisation der Arbeit"
"ZA221_04_02"	"ZA221_04_02_0287"	"Zwangsarbeit des Vaters I"	"NULL"
"ZA221_04_02"	"ZA221_04_02_0301"	"NULL"	"Kontakte der Familie mit dem Vater während der Zwangsarbeitsleistung"
"ZA221_04_02"	"ZA221_04_02_0311"	"NULL"	"Flucht aus der Eisengießerei in Bunzlau und Rückkehr nach Poremba"
"ZA221_04_02"	"ZA221_04_02_0317"	"NULL"	"Arbeit in einer Zuckerfabrik"
"ZA221_04_03"	"ZA221_04_03_0001"	"Zwangsarbeit in Werkzeugmaschienenfabrik in Poremba III"	"Arbeitsverhältnisse"
"ZA221_04_03"	"ZA221_04_03_0025"	"Anschuß Porembas an das Dritte Reich"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0027"	"NULL"	"Situation der Schulen"
"ZA221_04_03"	"ZA221_04_03_0031"	"NULL"	"Religionsleben"
"ZA221_04_03"	"ZA221_04_03_0043"	"Zwangsarbeit in der Werkzeugmaschienenfabrik in Poremba IV"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0050"	"NULL"	"Ukrainische Zwangsarbeiter"
"ZA221_04_03"	"ZA221_04_03_0053"	"NULL"	"Die in der Fabrik produzierten Elemente und ihre Nutzung"
"ZA221_04_03"	"ZA221_04_03_0067"	"NULL"	"Wiederstandsbewegung"
"ZA221_04_03"	"ZA221_04_03_0097"	"NULL"	"Bestrafungs- und Belohnungssystem"
"ZA221_04_03"	"ZA221_04_03_0103"	"NULL"	"Entgeltung"
"ZA221_04_03"	"ZA221_04_03_0120"	"Zwangsarbeit des Vaters II Rückkehr"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0123"	"NULL"	"Krankheit und Tod"
"ZA221_04_03"	"ZA221_04_03_0132"	"Übernahme der Rolle des Familienhauptes"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0148"	"Zwangsarbeit in der Werkzeugmaschienenfabrik in Poremba V"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0179"	"Informationen aus dem Front"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0182"	"NULL"	"Besitz des Radios unter Gefahr"
"ZA221_04_03"	"ZA221_04_03_0200"	"NULL"	"Wissen über Konzentrationslager und Holocaust"
"ZA221_04_03"	"ZA221_04_03_0213"	"Befreiung durch die Rote Armee"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0236"	"NULL"	"Funktionieren der Werkzeugmaschienenfabrik unter den Russen"
"ZA221_04_03"	"ZA221_04_03_0268"	"Einstellung zur neuen politischen Ordnung in Polen"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0293"	"Familie Palut vor dem Krieg III"	"NULL"
"ZA221_04_03"	"ZA221_04_03_0312"	"Zwangsarbeit in der Werkzeugmaschienenfabrik in Poremba VI"	"Bewegungsbeschränkungen"
"ZA221_04_03"	"ZA221_04_03_0320"	"NULL"	"Die \P\"" Buschstabe"""
"ZA221_04_03"	"ZA221_04_03_0336"	"NULL"	"Arbeitsuniform"
"ZA221_04_04"	"ZA221_04_04_0001"	"Nachkriegsjahre"	"NULL"
"ZA221_04_04"	"ZA221_04_04_0005"	"NULL"	"Arbeit als Berufslehrer"
"ZA221_04_04"	"ZA221_04_04_0025"	"NULL"	"Erwerbung der neuen Wohnung und Gründung der Familie"
"ZA221_04_04"	"ZA221_04_04_0033"	"NULL"	"Mitgliedschaft in der PZPR (Polnischen Vereinten Arbeiterpartei)"
"ZA221_04_04"	"ZA221_04_04_0053"	"NULL"	"Berufliche Karriere"
"ZA221_04_04"	"ZA221_04_04_0090"	"NULL"	"Eigene Familie und die Kinder"
"ZA221_04_04"	"ZA221_04_04_0102"	"Tätigkeiten im Verbund der vom Dritten Reich geschädigten Polen"	"NULL"
"ZA221_04_04"	"ZA221_04_04_0125"	"Erläuterungen über die Entschädigungen für ehemalige Zwangsarbeiter"	"NULL"
"ZA221_04_04"	"ZA221_04_04_0128"	"NULL"	"Hilfe der ehemaligen Zwangsarbeiter in Poremba"
"ZA221_04_04"	"ZA221_04_04_0141"	"NULL"	"Eigene Entschädigung"
"ZA221_04_04"	"ZA221_04_04_0149"	"NULL"	"Beurteilung der Entschädigungen"
"ZA221_04_04"	"ZA221_04_04_0176"	"Bedeutung der Zwangsarbeit für das ganze Leben"	"NULL"
"ZA221_04_04"	"ZA221_04_04_0201"	"Verhältniss zu den Deutschen"	"NULL"
"ZA221_04_04"	"ZA221_04_04_0205"	"NULL"	"Verurteilung des Faschismus"
"ZA221_04_04"	"ZA221_04_04_0212"	"NULL"	"Positive Beurteilung deutscher Arbeitsmoral und Ordnungssinns"
"ZA230_08_01"	"ZA230_08_01_0001"	"Einleitung"	"NULL"
"ZA230_08_01"	"ZA230_08_01_0011"	"Kindheit"	"Familiensituation"
"ZA230_08_01"	"ZA230_08_01_0022"	"NULL"	"Beruf des Vaters: Tischler und Stellmacher"
"ZA230_08_01"	"ZA230_08_01_0027"	"NULL"	"Umzug wegen Armut nach Wierzchowisko"
"ZA230_08_01"	"ZA230_08_01_0041"	"NULL"	"Beschreibung des neu erworbenen Guts 1937"
"ZA230_08_01"	"ZA230_08_01_0047"	"NULL"	"Hunger"
"ZA230_08_01"	"ZA230_08_01_0055"	"NULL"	"Wohnsituation"
"ZA230_08_01"	"ZA230_08_01_0064"	"Ausbruch des 2. Weltkriegs"	"NULL"
"ZA230_08_01"	"ZA230_08_01_0066"	"NULL"	"Einberufung des Vaters in ein Pionierbatallion 1939"
"ZA230_08_01"	"ZA230_08_01_0085"	"NULL"	"Bombenangriff und Flucht der Familie nach Radomsko bei Gidle"
"ZA230_08_01"	"ZA230_08_01_0115"	"NULL"	"Hungrige Heimkehr nach Bombardements"
"ZA230_08_01"	"ZA230_08_01_0132"	"NULL"	"Unverhoffte Rückkehr des Vaters aus der Kriegsgefangenschafft"
"ZA230_08_01"	"ZA230_08_01_0147"	"NULL"	"Reflexion zur Verarbeitung der Erinnerungen"
"ZA230_08_01"	"ZA230_08_01_0151"	"Das Familienleben im Krieg"	"Der Vater und seine Geschäfte"
"ZA230_08_01"	"ZA230_08_01_0192"	"NULL"	"Schmuggel ins jüdische Ghetto"
"ZA230_08_01"	"ZA230_08_01_0195"	"NULL"	"Verstecken von sieben Juden 1942"
"ZA230_08_01"	"ZA230_08_01_0247"	"NULL"	"Nahrungsmangel und Elend"
"ZA230_08_01"	"ZA230_08_01_0259"	"NULL"	"Lebensmittelschmuggel der Kinder aus dem 3.Reich"
"ZA230_08_01"	"ZA230_08_01_0312"	"Überfall der Gestapo, Ermordung der Eltern und Verschleppung"	"Ankuft der Gestapo auf dem Hof. Entdeckung der Juden, 1. Sept. 1943"
"ZA230_08_02"	"ZA230_08_02_0117"	"NULL"	"Ermordung der Eltern und Juden"
"ZA230_08_02"	"ZA230_08_02_0137"	"NULL"	"Verhaftung und Verhör in Tschenstochau"
"ZA230_08_02"	"ZA230_08_02_0154"	"NULL"	"Vorübergehende Unterkunft beim Nachbarn Józef Sączek"
"ZA230_08_02"	"ZA230_08_02_0167"	"NULL"	"Ankuft des Onkels Stanisław"
"ZA230_08_02"	"ZA230_08_02_0190"	"Zwangsarbeit im Deutschen Reich, Grottkau,  Herbst 1943- März 1945"	"Desinfektion und Fahrt nach Guhlau"
"ZA230_08_02"	"ZA230_08_02_0224"	"NULL"	"Trennung der Geschwister"
"ZA230_08_02"	"ZA230_08_02_0233"	"NULL"	"Arbeitsalltag in Guhlau"
"ZA230_08_02"	"ZA230_08_02_0259"	"NULL"	"Lebensmittelkarten und Nahrungssituation"
"ZA230_08_02"	"ZA230_08_02_0291"	"NULL"	"Zusammenhalt der Polen"
"ZA230_08_02"	"ZA230_08_02_0330"	"Kriegsende"	"Die letzten Kriegstage"
"ZA230_08_02"	"ZA230_08_02_0341"	"NULL"	"Flucht der Deutschen vor der sowjetischen Armee"
"ZA230_08_03"	"ZA230_08_03_0021"	"NULL"	"Sowjetische Soldaten auf dem Hof"
"ZA230_08_03"	"ZA230_08_03_0050"	"NULL"	"Racheaktionen an den Deutschen"
"ZA230_08_03"	"ZA230_08_03_0068"	"NULL"	"Rückfahrt nach Polen"
"ZA230_08_03"	"ZA230_08_03_0118"	"NULL"	"Ankunft in Częstochowa"
"ZA230_08_03"	"ZA230_08_03_0135"	"NULL"	"Adoption und Versorgung durch den Onkel"
"ZA230_08_03"	"ZA230_08_03_0163"	"NULL"	"Schule"
"ZA230_08_03"	"ZA230_08_03_0173"	"Lebensalltag bei Tante Frania in Rędziny"	"NULL"
"ZA230_08_03"	"ZA230_08_03_0329"	"Jugend"	"Erste Arbeit in Częstochowa 1948"
"ZA230_08_03"	"ZA230_08_03_0352"	"NULL"	"Ausbildung in der Abendschule"
"ZA230_08_03"	"ZA230_08_03_0395"	"Eintritt in die Armee 1952"	"Bewerbung"
"ZA230_08_03"	"ZA230_08_03_0451"	"NULL"	"Medizinstudium als Offizier an der Armeeschule Lodz"
"ZA230_08_04"	"ZA230_08_04_0034"	"NULL"	"Einberufung zur Einheit in Czestochowa 1955-57"
"ZA230_08_04"	"ZA230_08_04_0079"	"NULL"	"Leitung des Garnisonslazaretts in Nysa Kłodzka"
"ZA230_08_04"	"ZA230_08_04_0097"	"NULL"	"Verdacht der Spionage wegen Schwester in BRD"
"ZA230_08_04"	"ZA230_08_04_0194"	"Austritt aus der Armee - Karriere als Arzt"	"NULL"
"ZA230_08_04"	"ZA230_08_04_0230"	"NULL"	"Leiter der Ausnüchterungsstation Czestochowa"
"ZA230_08_04"	"ZA230_08_04_0287"	"NULL"	"Weiterbildung und Karriere als Arzt im Krankenhaus"
"ZA230_08_04"	"ZA230_08_04_0317"	"NULL"	"Parteieintritt"
"ZA230_08_04"	"ZA230_08_04_0331"	"NULL"	"Aufstieg zum Arbeitsinspektor im Woiwodschaftsklinikum"
"ZA230_08_04"	"ZA230_08_04_0356"	"NULL"	"Herzleiden durch Überanstrengung und Erschöpfung"
"ZA230_08_04"	"ZA230_08_04_0380"	"NULL"	"15 Jahre Arbeit in der medizinischen Schule"
"ZA230_08_04"	"ZA230_08_04_0401"	"NULL"	"Ärzteruhestand"
"ZA230_08_04"	"ZA230_08_04_0411"	"Engagement im Verband der durch das 3. Reich geschädigten Polen (SPP) ab 1988"	"NULL"
"ZA230_08_04"	"ZA230_08_04_0450"	"NULL"	"Ernennung zum Vorsitzenden des Bezirksverbands"
"ZA230_08_05"	"ZA230_08_05_0056"	"Familie"	"NULL"
"ZA230_08_05"	"ZA230_08_05_0057"	"NULL"	"Umzug nach Wierzchowisko 1937"
"ZA230_08_05"	"ZA230_08_05_0073"	"NULL"	"Schulbesuch während der Okkupation"
"ZA230_08_05"	"ZA230_08_05_0101"	"NULL"	"Politische und religiöse Einstellung der Familie"
"ZA230_08_05"	"ZA230_08_05_0126"	"NULL"	"Erziehung der Eltern"
"ZA230_08_05"	"ZA230_08_05_0146"	"NULL"	"Seelische Traumatisierung bei Geschwistern"
"ZA230_08_05"	"ZA230_08_05_0157"	"NULL"	"Umgang mit schrecklichen Erinnerungen"
"ZA230_08_05"	"ZA230_08_05_0171"	"NULL"	"Hintergründe zur Aufnahme der Juden"
"ZA230_08_05"	"ZA230_08_05_0186"	"NULL"	"Vater im Krieg"
"ZA230_08_05"	"ZA230_08_05_0207"	"Verhältnis und Einstellung  zu Juden während und nach dem Krieg"	"Juden in der Region vor dem Krieg"
"ZA230_08_05"	"ZA230_08_05_0215"	"NULL"	"Das Leben der Juden im Versteck"
"ZA230_08_05"	"ZA230_08_05_0254"	"NULL"	"Die nachträgliche Beschäftigung mit der Familientragödie"
"ZA230_08_05"	"ZA230_08_05_0262"	"NULL"	"Persönlicher und gesellschaftlicher Umgang mit dem Schicksal der Juden"
"ZA230_08_05"	"ZA230_08_05_0274"	"NULL"	"Eingreifen und Präsenz der Gestapo in der Region"
"ZA230_08_05"	"ZA230_08_05_0306"	"Details zur Zwangsarbeit"	"Der kleine Bruder Piotr während der Zwangsarbeit"
"ZA230_08_05"	"ZA230_08_05_0329"	"NULL"	"Bedingungen auf dem Hof"
"ZA230_08_05"	"ZA230_08_05_0349"	"NULL"	"Mitleid einiger Deutscher für die Waisenkindern"
"ZA230_08_05"	"ZA230_08_05_0378"	"NULL"	"Milchzuteilung und Essensversorgung"
"ZA230_08_06"	"ZA230_08_06_0007"	"NULL"	"Vogeljagd"
"ZA230_08_06"	"ZA230_08_06_0029"	"NULL"	"Mohnrausch und Überfall deutscher Jugendlicher"
"ZA230_08_06"	"ZA230_08_06_0060"	"NULL"	"Andere Zwangsarbeiter auf dem Hof"
"ZA230_08_06"	"ZA230_08_06_0072"	"NULL"	"Rückkehr nach Guhlau und Grottkau nach dem Krieg"
"ZA230_08_06"	"ZA230_08_06_0117"	"NULL"	"Erzählungen über Piotrs weiteren Lebensweg und seine Geschäfte"
"ZA230_08_06"	"ZA230_08_06_0189"	"NULL"	"Freizeit, Feste und illegales Schnapsbrennen in der Zwangsarbeit"
"ZA230_08_06"	"ZA230_08_06_0216"	"NULL"	"Arbeit und Pflichten auf dem Hof"
"ZA230_08_06"	"ZA230_08_06_0252"	"NULL"	"Besitz und Verwaltung des Hofes"
"ZA230_08_06"	"ZA230_08_06_0297"	"NULL"	"Feiertage"
"ZA230_08_06"	"ZA230_08_06_0331"	"NULL"	"Gestapo in Guhlau"
"ZA230_08_06"	"ZA230_08_06_0338"	"Das Schicksal der Schwestern"	"Suche nach den Schwestern Irena und Janina"
"ZA230_08_06"	"ZA230_08_06_0348"	"NULL"	"Janinas/Anitas Leben bei der deutschen Adoptionsfamilie in Hannover"
"ZA230_08_06"	"ZA230_08_06_0384"	"Besuche und enger Kontakt mit der verschollenen Anita"	"Kontaktaufnahme mit Anita 1957"
"ZA230_08_06"	"ZA230_08_06_0406"	"NULL"	"Erster Besuch in Polen"
"ZA230_08_07"	"ZA230_08_07_0002"	"NULL"	"Besuch des elterlichen Grabes"
"ZA230_08_07"	"ZA230_08_07_0039"	"NULL"	"Einladung in die BRD"
"ZA230_08_07"	"ZA230_08_07_0111"	"NULL"	"Gegenbesuch bei Anita"
"ZA230_08_07"	"ZA230_08_07_0175"	"NULL"	"Empfang bei Familie Pich. Konfrontation"
"ZA230_08_07"	"ZA230_08_07_0205"	"NULL"	"Zwischen der Volksrepublik Polen und dem Westen"
"ZA230_08_07"	"ZA230_08_07_0217"	"NULL"	"Zweiter Besuch Anitas jetzt mit Familie"
"ZA230_08_07"	"ZA230_08_07_0287"	"NULL"	"Weitere Einladungen für den Rest der Familie in die BRD"
"ZA230_08_07"	"ZA230_08_07_0299"	"NULL"	"Letzter Besuch bei Anita 1980. Verletzt durch Anitas Schamgefühl"
"ZA230_08_07"	"ZA230_08_07_0374"	"NULL"	"Erste freundliche Geste eines Juden"
"ZA230_08_07"	"ZA230_08_07_0402"	"NULL"	"Verschlechterung der Beziehung zwischen Jozef und Anita"
"ZA230_08_07"	"ZA230_08_07_0439"	"Deutschlandreisen mit dem Verband der durch das 3. Reich geschädigten Polen (SPP)"	"NULL"
"ZA230_08_07"	"ZA230_08_07_0495"	"NULL"	"Ansprache in Karlsruhe"
"ZA230_08_08"	"ZA230_08_08_0031"	"NULL"	"Kleine deutsch-polnische Versöhnung"
"ZA230_08_08"	"ZA230_08_08_0077"	"NULL"	"Empfang in Berlin für die Polnische Union der NS-Opfer (PUON), 2005"
"ZA230_08_08"	"ZA230_08_08_0103"	"NULL"	"Weitere Ansprache in Berlin"
"ZA230_08_08"	"ZA230_08_08_0132"	"NULL"	"Meinung zur Entschädigung"
"ZA230_08_08"	"ZA230_08_08_0161"	"Private Fotos von Jozef Sowa"	"NULL"
"ZA233_07_01"	"ZA233_07_01_0001"	"Einleitung"	"NULL"
"ZA233_07_01"	"ZA233_07_01_0005"	"Kindheit"	"NULL"
"ZA233_07_01"	"ZA233_07_01_0007"	"NULL"	"Geburt in Warschau und mehrfacher Wohnortwechsel"
"ZA233_07_01"	"ZA233_07_01_0034"	"NULL"	"Tod der Mutter"
"ZA233_07_01"	"ZA233_07_01_0044"	"NULL"	"Beginn des 2.Weltkrieges"
"ZA233_07_01"	"ZA233_07_01_0045"	"NULL"	"Flucht"
"ZA233_07_01"	"ZA233_07_01_0084"	"NULL"	"Rückkehr nach Hause"
"ZA233_07_01"	"ZA233_07_01_0138"	"Jugend und Zwangsarbeit"	"Gefangennahme und Verschleppung nach Lothringen - 1941"
"ZA233_07_01"	"ZA233_07_01_0156"	"NULL"	"Flucht vom Arbeitseinsatz"
"ZA233_07_01"	"ZA233_07_01_0171"	"NULL"	"Gefangennahme in Metz"
"ZA233_07_01"	"ZA233_07_01_0199"	"NULL"	"Erneuter und geglückter Fluchtversuch"
"ZA233_07_01"	"ZA233_07_01_0256"	"NULL"	"Ankunft in Warschau"
"ZA233_07_01"	"ZA233_07_01_0264"	"NULL"	"Lagerhaft des Vaters in Treblinka"
"ZA233_07_01"	"ZA233_07_01_0270"	"NULL"	"Aufenthalt in Polen / Partisanenzeit"
"ZA233_07_01"	"ZA233_07_01_0283"	"NULL"	"Gefangennahme und Überführung nach Stargard in Pommern"
"ZA233_07_01"	"ZA233_07_01_0301"	"NULL"	"Fluchtversuch vom Bauernhof"
"ZA233_07_01"	"ZA233_07_01_0303"	"NULL"	"Festnahme in Schneidemüll"
"ZA233_07_01"	"ZA233_07_01_0320"	"NULL"	"Flucht zu zweit"
"ZA233_07_01"	"ZA233_07_01_0336"	"NULL"	"Freiheitsstrafe im Stettiner Zuchthaus"
"ZA233_07_01"	"ZA233_07_01_0347"	"NULL"	"Rückkehr zum Bauernhof in Stargard in Pommern"
"ZA233_07_01"	"ZA233_07_01_0349"	"NULL"	"Verlegung nach Westfalen und Zwangsarbeit in der Kohlengrube"
"ZA233_07_01"	"ZA233_07_01_0364"	"NULL"	"Versorgungssituation im Arbeitslager"
"ZA233_07_01"	"ZA233_07_01_0388"	"NULL"	"Erneuter Fluchtversuch nach Polen"
"ZA233_07_01"	"ZA233_07_01_0404"	"NULL"	"Transport nach Gelsenkirchen / Freiheitsstrafe in Kattowitz und Haft in diversen Gefängnissen"
"ZA233_07_01"	"ZA233_07_01_0414"	"NULL"	"Ankunft in Gelsenkirchen / Neue Arbeitszuteilung im Rangierbahnhof"
"ZA233_07_01"	"ZA233_07_01_0420"	"NULL"	"Bombenangriff auf die Kohlegrube"
"ZA233_07_01"	"ZA233_07_01_0442"	"NULL"	"Kopfverletzung in Folge eines Bombardements"
"ZA233_07_01"	"ZA233_07_01_0448"	"NULL"	"Todesmarsch"
"ZA233_07_01"	"ZA233_07_01_0463"	"NULL"	"Dem Todesmarsch entkommen"
"ZA233_07_01"	"ZA233_07_01_0466"	"NULL"	"Ausharren in den trockenen Gruben"
"ZA233_07_02"	"ZA233_07_02_0028"	"NULL"	"Rückkehr nach Gelsenkirchen"
"ZA233_07_02"	"ZA233_07_02_0035"	"NULL"	"Arbeitsdienst / Beseitigung der Leichen nach dem Bombardement"
"ZA233_07_02"	"ZA233_07_02_0045"	"Kriegsende"	"Einmarsch der amerikanischen Armee in Gelsenkirchen"
"ZA233_07_02"	"ZA233_07_02_0055"	"NULL"	"Rettung eines verletzten polnischen Zwangsarbeiters"
"ZA233_07_02"	"ZA233_07_02_0077"	"NULL"	"Lebensgefahr durch Wundinfektion"
"ZA233_07_02"	"ZA233_07_02_0101"	"NULL"	"Aufteilung der Zwangsgefangenen"
"ZA233_07_02"	"ZA233_07_02_0108"	"NULL"	"Kritische Verpflegungssituation"
"ZA233_07_02"	"ZA233_07_02_0115"	"NULL"	"Freundschaft zum ehemaligen Zwangsarbeiter"
"ZA233_07_02"	"ZA233_07_02_0129"	"NULL"	"Eintritt in die amerikanische Armee"
"ZA233_07_02"	"ZA233_07_02_0167"	"NULL"	"Fahrt mit der Eisenbahn durch Belgien und die Niederlande"
"ZA233_07_02"	"ZA233_07_02_0185"	"NULL"	"Ankunft und Beschäftigung in Mourmelou"
"ZA233_07_02"	"ZA233_07_02_0237"	"Reise Richtung Polen"	"NULL"
"ZA233_07_02"	"ZA233_07_02_0264"	"NULL"	"Erlebnisse in Epernay"
"ZA233_07_02"	"ZA233_07_02_0305"	"NULL"	"Beinahe die Weiterreise nach Polen verpasst"
"ZA233_07_02"	"ZA233_07_02_0331"	"NULL"	"Ankunft in Polen"
"ZA233_07_02"	"ZA233_07_02_0344"	"Nachkriegszeit in Polen"	"Wiedersehen in Warschau"
"ZA233_07_02"	"ZA233_07_02_0365"	"NULL"	"Vodkatrinken mit russischen Offizieren"
"ZA233_07_02"	"ZA233_07_02_0391"	"NULL"	"Ankunft des Vaters"
"ZA233_07_02"	"ZA233_07_02_0394"	"NULL"	"Erneute Heirat des Vaters"
"ZA233_07_02"	"ZA233_07_02_0401"	"NULL"	"Umzug nach Schweidnitz"
"ZA233_07_02"	"ZA233_07_02_0408"	"NULL"	"Umzug nach Breslau und schlechte Gesundheitsverfassung"
"ZA233_07_02"	"ZA233_07_02_0412"	"NULL"	"Zustände in Nowa Huta"
